Object,Time Step,Instance ID,Coordinates,Base Station,Delays,Delay slas,Delay sla deadlines,Communication Paths,Making Requests,Access History
User_3,22,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 22, 'interval': 0, 'next_access': inf}]}"
User_4,22,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 22, 'interval': 0, 'next_access': inf}]}"
User_5,22,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 22, 'interval': 0, 'next_access': inf}]}"
User_6,22,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 22, 'interval': 0, 'next_access': inf}]}"
User_1,23,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 23, 'interval': 0, 'next_access': inf}]}"
User_2,23,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 23, 'interval': 0, 'next_access': inf}]}"
User_3,23,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 23, 'interval': 0, 'next_access': inf}]}"
User_4,23,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 23, 'interval': 0, 'next_access': inf}]}"
User_5,23,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 23, 'interval': 0, 'next_access': inf}]}"
User_6,23,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 23, 'interval': 0, 'next_access': inf}]}"
User_1,24,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 24, 'interval': 0, 'next_access': inf}]}"
User_2,24,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 24, 'interval': 0, 'next_access': inf}]}"
User_3,24,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 24, 'interval': 0, 'next_access': inf}]}"
User_4,24,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 24, 'interval': 0, 'next_access': inf}]}"
User_5,24,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 24, 'interval': 0, 'next_access': inf}]}"
User_6,24,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 24, 'interval': 0, 'next_access': inf}]}"
User_1,25,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 25, 'interval': 0, 'next_access': inf}]}"
User_2,25,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 25, 'interval': 0, 'next_access': inf}]}"
User_3,25,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 25, 'interval': 0, 'next_access': inf}]}"
User_4,25,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 25, 'interval': 0, 'next_access': inf}]}"
User_5,25,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 25, 'interval': 0, 'next_access': inf}]}"
User_6,25,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 25, 'interval': 0, 'next_access': inf}]}"
User_1,26,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 26, 'interval': 0, 'next_access': inf}]}"
User_2,26,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 26, 'interval': 0, 'next_access': inf}]}"
User_3,26,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 26, 'interval': 0, 'next_access': inf}]}"
User_4,26,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 26, 'interval': 0, 'next_access': inf}]}"
User_5,26,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 26, 'interval': 0, 'next_access': inf}]}"
User_6,26,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 26, 'interval': 0, 'next_access': inf}]}"
User_1,27,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 27, 'interval': 0, 'next_access': inf}]}"
User_2,27,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 27, 'interval': 0, 'next_access': inf}]}"
User_3,27,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 27, 'interval': 0, 'next_access': inf}]}"
User_4,27,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 27, 'interval': 0, 'next_access': inf}]}"
User_5,27,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 27, 'interval': 0, 'next_access': inf}]}"
User_6,27,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 27, 'interval': 0, 'next_access': inf}]}"
User_1,28,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 28, 'interval': 0, 'next_access': inf}]}"
User_2,28,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 28, 'interval': 0, 'next_access': inf}]}"
User_3,28,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 28, 'interval': 0, 'next_access': inf}]}"
User_4,28,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 28, 'interval': 0, 'next_access': inf}]}"
User_5,28,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 28, 'interval': 0, 'next_access': inf}]}"
User_6,28,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 28, 'interval': 0, 'next_access': inf}]}"
User_1,29,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 29, 'interval': 0, 'next_access': inf}]}"
User_2,29,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 29, 'interval': 0, 'next_access': inf}]}"
User_3,29,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 29, 'interval': 0, 'next_access': inf}]}"
User_4,29,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 29, 'interval': 0, 'next_access': inf}]}"
User_5,29,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 29, 'interval': 0, 'next_access': inf}]}"
User_6,29,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 29, 'interval': 0, 'next_access': inf}]}"
User_1,30,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 30, 'interval': 0, 'next_access': inf}]}"
User_2,30,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 30, 'interval': 0, 'next_access': inf}]}"
User_3,30,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 30, 'interval': 0, 'next_access': inf}]}"
User_4,30,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 30, 'interval': 0, 'next_access': inf}]}"
User_5,30,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 30, 'interval': 0, 'next_access': inf}]}"
